A1	Codigouf	Codigomunicipio	Nome	A61	A62	A63	A64	A65	A66	A67	A68	A69	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A90	A91	A92	A93	A94	A95	A96	A97	A98	A99	A100	A101	A102	A103	A104	A105	A106	A107	A108	A109	A110	A111	A112	A113	A114	A115	A116	A117
3515202	35	15202	ESTRELA D'OESTE	Sim	Sim	2015	Sim	2009	Sim	Sim	2015	Sim	Sim	2009	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3515301	35	15301	ESTRELA DO NORTE	Sim	Sim	2003	Sim	2002	Sim	Sim	2003	Sim	Sim	2008	Sim	Não	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
3515350	35	15350	EUCLIDES DA CUNHA PAULISTA	Sim	Sim	2007	Sim	2003	Sim	Sim	2014	Sim	Sim	2012	Sim	Não	Sim	Sim	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3515400	35	15400	FARTURA	Sim	Sim	1999	Sim	2014	Sim	Sim	1999	Sim	Sim	2015	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3515509	35	15509	FERNANDOPOLIS	Sim	Sim	2005	Sim	2006	Sim	Sim	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3515608	35	15608	FERNANDO PRESTES	Sim	Sim	2015	Sim	2007	Sim	Sim	Não foi atualizada	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3515657	35	15657	FERNAO	Sim	Sim	2015	Sim	1997	Sim	Sim	2015	Sim	Sim	2015	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3515707	35	15707	FERRAZ DE VASCONCELOS	Sim	Sim	2014	Sim	2005	Sim	Sim	2008	Sim	Sim	2005	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Não sabe informar
3515806	35	15806	FLORA RICA	Sim	Sim	2015	Sim	2015	Sim	Sim	2015	Sim	Não	2015	Sim	Não	Sim	Não	Sim	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3515905	35	15905	FLOREAL	Sim	Sim	2014	Sim	2003	Sim	Sim	2014	Sim	Sim	Não foi atualizado	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3516002	35	16002	FLORIDA PAULISTA	Sim	Sim	2013	Sim	1983	Sim	Não	2015	Sim	Sim	2013	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3516101	35	16101	FLORINIA	Sim	Não	2013	Sim	1984	Sim	Sim	2014	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Não sabe informar
3516200	35	16200	FRANCA	Sim	Sim	2005	Sim	2005	Sim	Sim	2005	Sim	Sim	2014	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Não	Sim	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não
3516309	35	16309	FRANCISCO MORATO	Não	-	-	Sim	1997	Sim	Não	1997	Sim	Sim	2013	Sim	Não	Não	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3516408	35	16408	FRANCO DA ROCHA	Sim	Sim	2003	Sim	1995	Sim	Sim	1991	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não
3516507	35	16507	GABRIEL MONTEIRO	Sim	Sim	2013	Sim	1997	Sim	Sim	2015	Sim	Sim	2005	Sim	Não	Sim	Não	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3516606	35	16606	GALIA	Sim	Sim	1979	Sim	1979	Sim	Sim	2014	Sim	Sim	2014	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3516705	35	16705	GARCA	Sim	Sim	2008	Sim	1997	Não	-	-	Sim	Sim	2010	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	-	Não sabe informar
3516804	35	16804	GASTAO VIDIGAL	Sim	Sim	2009	Sim	1991	Sim	Não	2010	Não	-	-	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3516853	35	16853	GAVIAO PEIXOTO	Sim	Sim	1998	Sim	1997	Sim	Sim	2015	Sim	Sim	2014	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3516903	35	16903	GENERAL SALGADO	Sim	Sim	2014	Sim	1989	Sim	Sim	1995	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não sabe informar
3517000	35	17000	GETULINA	Sim	Sim	2000	Sim	1974	Sim	Sim	2014	Sim	Sim	2014	Sim	Não	Sim	Não	Sim	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
3517109	35	17109	GLICERIO	Sim	Sim	2013	Sim	1993	Sim	Não	Não foi atualizada	Sim	Sim	2015	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3517208	35	17208	GUAICARA	Sim	Sim	2013	Sim	1955	Sim	Sim	2008	Sim	Sim	2014	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Sim
3517307	35	17307	GUAIMBE	Sim	Sim	2014	Sim	2005	Não	-	-	Sim	Sim	2014	Sim	Não	Sim	Não	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3517406	35	17406	GUAIRA	Sim	Sim	2005	Sim	2004	Sim	Sim	2012	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3517505	35	17505	GUAPIACU	Sim	Sim	1994	Sim	1981	Sim	Não	1994	Sim	Sim	2011	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3517604	35	17604	GUAPIARA	Sim	Sim	2014	Sim	2009	Sim	Sim	2015	Sim	Sim	2015	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Sim
3517703	35	17703	GUARA	Sim	Sim	2015	Sim	2002	Sim	Sim	2014	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3517802	35	17802	GUARACAI	Sim	Sim	2009	Sim	1983	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3517901	35	17901	GUARACI	Sim	Sim	2015	Sim	2010	Sim	Sim	2013	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3518008	35	18008	GUARANI D'OESTE	Sim	Sim	1991	Sim	1971	Sim	Não	2015	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3518107	35	18107	GUARANTA	Sim	Sim	1998	Sim	1970	Não	-	-	Sim	Não	Não foi atualizado	Sim	Não	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3518206	35	18206	GUARARAPES	Sim	Sim	2015	Sim	2004	Sim	Sim	2005	Sim	Sim	2015	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não
3518305	35	18305	GUARAREMA	Sim	Sim	2014	Sim	2009	Sim	Sim	2009	Sim	Sim	2013	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	-	Não
3518404	35	18404	GUARATINGUETA	Sim	Sim	2014	Sim	2006	Sim	Não	2010	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3518503	35	18503	GUAREI	Sim	Sim	2005	Sim	2004	Sim	Sim	2015	Sim	Sim	2015	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3518602	35	18602	GUARIBA	Sim	Sim	2014	Sim	2001	Sim	Sim	2015	Sim	Sim	2014	Sim	Não	Não	Não	Não	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3518701	35	18701	GUARUJA	Sim	Sim	2014	Sim	1997	Sim	Sim	2004	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Sim	Não	Não sabe informar
3518800	35	18800	GUARULHOS	Sim	Sim	2012	Sim	2010	Sim	Sim	2012	Sim	Sim	2015	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Sim
3518859	35	18859	GUATAPARA	Sim	Sim	2014	Sim	1993	Sim	Sim	2014	Sim	Não	Não foi atualizado	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não
3518909	35	18909	GUZOLANDIA	Sim	Sim	2014	Sim	1997	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3519006	35	19006	HERCULANDIA	Sim	Sim	1994	Sim	1975	Sim	Sim	2014	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3519055	35	19055	HOLAMBRA	Sim	Sim	2006	Sim	2001	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Não
3519071	35	19071	HORTOLANDIA	Sim	Sim	2008	Sim	2006	Sim	Sim	2006	Sim	Sim	2011	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3519105	35	19105	IACANGA	Sim	Sim	2009	Sim	1997	Não	-	-	Sim	Sim	1997	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3519204	35	19204	IACRI	Sim	Sim	2015	Sim	1983	Sim	Sim	2015	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3519253	35	19253	IARAS	Sim	Sim	2014	Sim	2001	Sim	Sim	2014	Sim	Não	2014	Sim	Não	Sim	Não	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não
3519303	35	19303	IBATE	Sim	Sim	2014	Sim	2005	Sim	Sim	2005	Sim	Sim	2013	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	-	Sim
3519402	35	19402	IBIRA	Sim	Sim	2010	Sim	1983	Sim	Não	Não foi atualizada	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3519501	35	19501	IBIRAREMA	Sim	Sim	2015	Sim	1983	Sim	Sim	2015	Sim	Sim	2015	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3519600	35	19600	IBITINGA	Sim	Sim	2015	Sim	1984	Sim	Sim	2014	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3519709	35	19709	IBIUNA	Sim	Sim	2000	Sim	2000	Sim	Sim	2014	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3519808	35	19808	ICEM	Sim	Sim	2014	Sim	1983	Sim	Não	1992	Sim	Sim	2005	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3519907	35	19907	IEPE	Sim	Sim	2007	Sim	1993	Sim	Sim	1998	Sim	Sim	2010	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
3520004	35	20004	IGARACU DO TIETE	Sim	Sim	2007	Sim	1955	Sim	Sim	2007	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3520103	35	20103	IGARAPAVA	Sim	Sim	2006	Sim	2006	Sim	Sim	Não foi atualizada	Sim	Sim	2006	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3520202	35	20202	IGARATA	Sim	Sim	2009	Sim	2010	Não	-	-	Sim	Sim	2009	Sim	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3520301	35	20301	IGUAPE	Sim	Sim	1996	Sim	1991	Sim	Não	1996	Sim	Sim	Não foi atualizado	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Sim
3520400	35	20400	ILHABELA	Sim	Sim	2014	Sim	2002	Sim	Sim	2013	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	-	Não sabe informar
3520426	35	20426	ILHA COMPRIDA	Sim	Sim	2013	Sim	1993	Sim	Sim	2013	Sim	Sim	2015	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Sim
3520442	35	20442	ILHA SOLTEIRA	Sim	Sim	2014	Sim	1993	Sim	Sim	2015	Sim	Sim	2015	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3520509	35	20509	INDAIATUBA	Sim	Sim	2008	Sim	1998	Sim	Sim	2000	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	-	Não
3520608	35	20608	INDIANA	Sim	Não	2012	Sim	2012	Não	-	-	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
3520707	35	20707	INDIAPORA	Sim	Sim	2009	Sim	1990	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3520806	35	20806	INUBIA PAULISTA	Sim	Sim	2003	Sim	2003	Sim	Sim	2009	Sim	Sim	2003	Sim	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3520905	35	20905	IPAUSSU	Sim	Sim	2003	Sim	1969	Sim	Sim	2015	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	-	Não sabe informar
3521002	35	21002	IPERO	Sim	Sim	2007	Sim	1994	Sim	Sim	1994	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não sabe informar
3521101	35	21101	IPEUNA	Sim	Sim	2014	Sim	2005	Não	-	-	Sim	Sim	2014	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não sabe informar
3521150	35	21150	IPIGUA	Sim	Sim	2002	Sim	1998	Sim	Sim	2014	Sim	Sim	2013	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3521200	35	21200	IPORANGA	Sim	Não	2015	Sim	1994	Sim	Não	2015	Sim	Sim	2011	Sim	Sim	Sim	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
3521309	35	21309	IPUA	Sim	Sim	2013	Sim	1976	Sim	Sim	2015	Sim	Sim	2015	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não
