A1	A199	A200	A201	A202	A203	A204
3153004	Sudeste	31	MG	PRATINHA	1 - Até 5000	3515
3153103	Sudeste	31	MG	PRESIDENTE BERNARDES	2 - 5001 até 10000	5594
3153202	Sudeste	31	MG	PRESIDENTE JUSCELINO	1 - Até 5000	3875
3153301	Sudeste	31	MG	PRESIDENTE KUBITSCHEK	1 - Até 5000	3056
3153400	Sudeste	31	MG	PRESIDENTE OLEGARIO	3 - 10001 até 20000	19469
3153509	Sudeste	31	MG	ALTO JEQUITIBA	2 - 5001 até 10000	8528
3153608	Sudeste	31	MG	PRUDENTE DE MORAIS	3 - 10001 até 20000	10388
3153707	Sudeste	31	MG	QUARTEL GERAL	1 - Até 5000	3516
3153806	Sudeste	31	MG	QUELUZITO	1 - Até 5000	1947
3153905	Sudeste	31	MG	RAPOSOS	3 - 10001 até 20000	16230
3154002	Sudeste	31	MG	RAUL SOARES	4 - 20001 até 50000	24394
3154101	Sudeste	31	MG	RECREIO	3 - 10001 até 20000	10667
3154150	Sudeste	31	MG	REDUTO	2 - 5001 até 10000	7023
3154200	Sudeste	31	MG	RESENDE COSTA	3 - 10001 até 20000	11478
3154309	Sudeste	31	MG	RESPLENDOR	3 - 10001 até 20000	17675
3154408	Sudeste	31	MG	RESSAQUINHA	1 - Até 5000	4834
3154457	Sudeste	31	MG	RIACHINHO	2 - 5001 até 10000	8274
3154507	Sudeste	31	MG	RIACHO DOS MACHADOS	2 - 5001 até 10000	9658
3154606	Sudeste	31	MG	RIBEIRAO DAS NEVES	6 - 100001 até 500000	322659
3154705	Sudeste	31	MG	RIBEIRAO VERMELHO	1 - Até 5000	4026
3154804	Sudeste	31	MG	RIO ACIMA	2 - 5001 até 10000	9924
3154903	Sudeste	31	MG	RIO CASCA	3 - 10001 até 20000	14247
3155009	Sudeste	31	MG	RIO DOCE	1 - Até 5000	2600
3155108	Sudeste	31	MG	RIO DO PRADO	2 - 5001 até 10000	5316
3155207	Sudeste	31	MG	RIO ESPERA	2 - 5001 até 10000	5929
3155306	Sudeste	31	MG	RIO MANSO	2 - 5001 até 10000	5684
3155405	Sudeste	31	MG	RIO NOVO	2 - 5001 até 10000	9050
3155504	Sudeste	31	MG	RIO PARANAIBA	3 - 10001 até 20000	12398
3155603	Sudeste	31	MG	RIO PARDO DE MINAS	4 - 20001 até 50000	30732
3155702	Sudeste	31	MG	RIO PIRACICABA	3 - 10001 até 20000	14602
3155801	Sudeste	31	MG	RIO POMBA	3 - 10001 até 20000	17939
3155900	Sudeste	31	MG	RIO PRETO	2 - 5001 até 10000	5517
3156007	Sudeste	31	MG	RIO VERMELHO	3 - 10001 até 20000	13597
3156106	Sudeste	31	MG	RITAPOLIS	1 - Até 5000	4891
3156205	Sudeste	31	MG	ROCHEDO DE MINAS	1 - Até 5000	2263
3156304	Sudeste	31	MG	RODEIRO	2 - 5001 até 10000	7653
3156403	Sudeste	31	MG	ROMARIA	1 - Até 5000	3657
3156452	Sudeste	31	MG	ROSARIO DA LIMEIRA	1 - Até 5000	4525
3156502	Sudeste	31	MG	RUBELITA	2 - 5001 até 10000	7093
3156601	Sudeste	31	MG	RUBIM	3 - 10001 até 20000	10330
3156700	Sudeste	31	MG	SABARA	6 - 100001 até 500000	134382
3156809	Sudeste	31	MG	SABINOPOLIS	3 - 10001 até 20000	15987
3156908	Sudeste	31	MG	SACRAMENTO	4 - 20001 até 50000	25630
3157005	Sudeste	31	MG	SALINAS	4 - 20001 até 50000	41301
3157104	Sudeste	31	MG	SALTO DA DIVISA	2 - 5001 até 10000	7107
3157203	Sudeste	31	MG	SANTA BARBARA	4 - 20001 até 50000	30169
3157252	Sudeste	31	MG	SANTA BARBARA DO LESTE	2 - 5001 até 10000	8107
3157278	Sudeste	31	MG	SANTA BARBARA DO MONTE VERDE	1 - Até 5000	3037
3157302	Sudeste	31	MG	SANTA BARBARA DO TUGURIO	1 - Até 5000	4617
3157336	Sudeste	31	MG	SANTA CRUZ DE MINAS	2 - 5001 até 10000	8429
3157377	Sudeste	31	MG	SANTA CRUZ DE SALINAS	1 - Até 5000	4383
3157401	Sudeste	31	MG	SANTA CRUZ DO ESCALVADO	2 - 5001 até 10000	5003
3157500	Sudeste	31	MG	SANTA EFIGENIA DE MINAS	1 - Até 5000	4622
3157609	Sudeste	31	MG	SANTA FE DE MINAS	1 - Até 5000	4009
3157658	Sudeste	31	MG	SANTA HELENA DE MINAS	2 - 5001 até 10000	6362
3157708	Sudeste	31	MG	SANTA JULIANA	3 - 10001 até 20000	12939
3157807	Sudeste	31	MG	SANTA LUZIA	6 - 100001 até 500000	216254
3157906	Sudeste	31	MG	SANTA MARGARIDA	3 - 10001 até 20000	15982
3158003	Sudeste	31	MG	SANTA MARIA DE ITABIRA	3 - 10001 até 20000	10964
3158102	Sudeste	31	MG	SANTA MARIA DO SALTO	2 - 5001 até 10000	5393
3158201	Sudeste	31	MG	SANTA MARIA DO SUACUI	3 - 10001 até 20000	14869
3158300	Sudeste	31	MG	SANTANA DA VARGEM	2 - 5001 até 10000	7349
3158409	Sudeste	31	MG	SANTANA DE CATAGUASES	1 - Até 5000	3836
3158508	Sudeste	31	MG	SANTANA DE PIRAPAMA	2 - 5001 até 10000	8032
3158607	Sudeste	31	MG	SANTANA DO DESERTO	1 - Até 5000	4016
3158706	Sudeste	31	MG	SANTANA DO GARAMBEU	1 - Até 5000	2400
3158805	Sudeste	31	MG	SANTANA DO JACARE	1 - Até 5000	4828
3158904	Sudeste	31	MG	SANTANA DO MANHUACU	2 - 5001 até 10000	8844
3158953	Sudeste	31	MG	SANTANA DO PARAISO	4 - 20001 até 50000	31604
3159001	Sudeste	31	MG	SANTANA DO RIACHO	1 - Até 5000	4258
3159100	Sudeste	31	MG	SANTANA DOS MONTES	1 - Até 5000	3897
3159209	Sudeste	31	MG	SANTA RITA DE CALDAS	2 - 5001 até 10000	9218
3159308	Sudeste	31	MG	SANTA RITA DE JACUTINGA	2 - 5001 até 10000	5065
3159357	Sudeste	31	MG	SANTA RITA DE MINAS	2 - 5001 até 10000	7042
3159407	Sudeste	31	MG	SANTA RITA DE IBITIPOCA	1 - Até 5000	3595
3159506	Sudeste	31	MG	SANTA RITA DO ITUETO	2 - 5001 até 10000	5739
3159605	Sudeste	31	MG	SANTA RITA DO SAPUCAI	4 - 20001 até 50000	41425
3159704	Sudeste	31	MG	SANTA ROSA DA SERRA	1 - Até 5000	3368
3159803	Sudeste	31	MG	SANTA VITORIA	3 - 10001 até 20000	19389
3159902	Sudeste	31	MG	SANTO ANTONIO DO AMPARO	3 - 10001 até 20000	18367
3160009	Sudeste	31	MG	SANTO ANTONIO DO AVENTUREIRO	1 - Até 5000	3659
3160108	Sudeste	31	MG	SANTO ANTONIO DO GRAMA	1 - Até 5000	4103
3160207	Sudeste	31	MG	SANTO ANTONIO DO ITAMBE	1 - Até 5000	4093
3160306	Sudeste	31	MG	SANTO ANTONIO DO JACINTO	3 - 10001 até 20000	12008
3160405	Sudeste	31	MG	SANTO ANTONIO DO MONTE	4 - 20001 até 50000	27752
3160454	Sudeste	31	MG	SANTO ANTONIO DO RETIRO	2 - 5001 até 10000	7290
3160504	Sudeste	31	MG	SANTO ANTONIO DO RIO ABAIXO	1 - Até 5000	1816
3160603	Sudeste	31	MG	SANTO HIPOLITO	1 - Até 5000	3246
3160702	Sudeste	31	MG	SANTOS DUMONT	4 - 20001 até 50000	47559
3160801	Sudeste	31	MG	SAO BENTO ABADE	2 - 5001 até 10000	5043
3160900	Sudeste	31	MG	SAO BRAS DO SUACUI	1 - Até 5000	3712
3160959	Sudeste	31	MG	SAO DOMINGOS DAS DORES	2 - 5001 até 10000	5661
3161007	Sudeste	31	MG	SAO DOMINGOS DO PRATA	3 - 10001 até 20000	17798
3161056	Sudeste	31	MG	SAO FELIX DE MINAS	1 - Até 5000	3462
3161106	Sudeste	31	MG	SAO FRANCISCO	5 - 50001 até 100000	56423
3161205	Sudeste	31	MG	SAO FRANCISCO DE PAULA	2 - 5001 até 10000	6670
3161304	Sudeste	31	MG	SAO FRANCISCO DE SALES	2 - 5001 até 10000	6150
3161403	Sudeste	31	MG	SAO FRANCISCO DO GLORIA	2 - 5001 até 10000	5145
3161502	Sudeste	31	MG	SAO GERALDO	3 - 10001 até 20000	11559
3161601	Sudeste	31	MG	SAO GERALDO DA PIEDADE	1 - Até 5000	4289
3161650	Sudeste	31	MG	SAO GERALDO DO BAIXIO	1 - Até 5000	3834
3161700	Sudeste	31	MG	SAO GONCALO DO ABAETE	2 - 5001 até 10000	6780
3161809	Sudeste	31	MG	SAO GONCALO DO PARA	3 - 10001 até 20000	11654
3161908	Sudeste	31	MG	SAO GONCALO DO RIO ABAIXO	3 - 10001 até 20000	10588
3162005	Sudeste	31	MG	SAO GONCALO DO SAPUCAI	4 - 20001 até 50000	25274
3162104	Sudeste	31	MG	SAO GOTARDO	4 - 20001 até 50000	34425
3162203	Sudeste	31	MG	SAO JOAO BATISTA DO GLORIA	2 - 5001 até 10000	7341
3162252	Sudeste	31	MG	SAO JOAO DA LAGOA	1 - Até 5000	4902
3162302	Sudeste	31	MG	SAO JOAO DA MATA	1 - Até 5000	2810
3162401	Sudeste	31	MG	SAO JOAO DA PONTE	4 - 20001 até 50000	25906
3162450	Sudeste	31	MG	SAO JOAO DAS MISSOES	3 - 10001 até 20000	12652
3162500	Sudeste	31	MG	SAO JOAO DEL REI	5 - 50001 até 100000	89378
3162559	Sudeste	31	MG	SAO JOAO DO MANHUACU	3 - 10001 até 20000	11153
3162575	Sudeste	31	MG	SAO JOAO DO MANTENINHA	2 - 5001 até 10000	5650
3162609	Sudeste	31	MG	SAO JOAO DO ORIENTE	2 - 5001 até 10000	7888
3162658	Sudeste	31	MG	SAO JOAO DO PACUI	1 - Até 5000	4339
3162708	Sudeste	31	MG	SAO JOAO DO PARAISO	4 - 20001 até 50000	23526
3162807	Sudeste	31	MG	SAO JOAO EVANGELISTA	3 - 10001 até 20000	16057
3162906	Sudeste	31	MG	SAO JOAO NEPOMUCENO	4 - 20001 até 50000	26336
3162922	Sudeste	31	MG	SAO JOAQUIM DE BICAS	4 - 20001 até 50000	29162
3162948	Sudeste	31	MG	SAO JOSE DA BARRA	2 - 5001 até 10000	7270
3162955	Sudeste	31	MG	SAO JOSE DA LAPA	4 - 20001 até 50000	22257
3163003	Sudeste	31	MG	SAO JOSE DA SAFIRA	1 - Até 5000	4274
3163102	Sudeste	31	MG	SAO JOSE DA VARGINHA	1 - Até 5000	4702
3163201	Sudeste	31	MG	SAO JOSE DO ALEGRE	1 - Até 5000	4197
3163300	Sudeste	31	MG	SAO JOSE DO DIVINO	1 - Até 5000	3944
3163409	Sudeste	31	MG	SAO JOSE DO GOIABAL	2 - 5001 até 10000	5673
3163508	Sudeste	31	MG	SAO JOSE DO JACURI	2 - 5001 até 10000	6671
3163607	Sudeste	31	MG	SAO JOSE DO MANTIMENTO	1 - Até 5000	2755
3163706	Sudeste	31	MG	SAO LOURENCO	4 - 20001 até 50000	44781
3163805	Sudeste	31	MG	SAO MIGUEL DO ANTA	2 - 5001 até 10000	7019
3163904	Sudeste	31	MG	SAO PEDRO DA UNIAO	1 - Até 5000	4979
3164001	Sudeste	31	MG	SAO PEDRO DOS FERROS	2 - 5001 até 10000	8284
3164100	Sudeste	31	MG	SAO PEDRO DO SUACUI	2 - 5001 até 10000	5552
3164209	Sudeste	31	MG	SAO ROMAO	3 - 10001 até 20000	11553
3164308	Sudeste	31	MG	SAO ROQUE DE MINAS	2 - 5001 até 10000	7035
3164407	Sudeste	31	MG	SAO SEBASTIAO DA BELA VISTA	2 - 5001 até 10000	5348
3164431	Sudeste	31	MG	SAO SEBASTIAO DA VARGEM ALEGRE	1 - Até 5000	2973
3164472	Sudeste	31	MG	SAO SEBASTIAO DO ANTA	2 - 5001 até 10000	6286
3164506	Sudeste	31	MG	SAO SEBASTIAO DO MARANHAO	3 - 10001 até 20000	10620
3164605	Sudeste	31	MG	SAO SEBASTIAO DO OESTE	2 - 5001 até 10000	6430
3164704	Sudeste	31	MG	SAO SEBASTIAO DO PARAISO	5 - 50001 até 100000	69574
3164803	Sudeste	31	MG	SAO SEBASTIAO DO RIO PRETO	1 - Até 5000	1601
3164902	Sudeste	31	MG	SAO SEBASTIAO DO RIO VERDE	1 - Até 5000	2228
3165008	Sudeste	31	MG	SAO TIAGO	3 - 10001 até 20000	11017
3165107	Sudeste	31	MG	SAO TOMAS DE AQUINO	2 - 5001 até 10000	7238
3165206	Sudeste	31	MG	SAO THOME DAS LETRAS	2 - 5001 até 10000	7037
3165305	Sudeste	31	MG	SAO VICENTE DE MINAS	2 - 5001 até 10000	7552
3165404	Sudeste	31	MG	SAPUCAI-MIRIM	2 - 5001 até 10000	6739
3165503	Sudeste	31	MG	SARDOA	2 - 5001 até 10000	6083
3165537	Sudeste	31	MG	SARZEDO	4 - 20001 até 50000	29889
3165552	Sudeste	31	MG	SETUBINHA	3 - 10001 até 20000	11837
3165560	Sudeste	31	MG	SEM-PEIXE	1 - Até 5000	2814
3165578	Sudeste	31	MG	SENADOR AMARAL	2 - 5001 até 10000	5419
3165602	Sudeste	31	MG	SENADOR CORTES	1 - Até 5000	2047
3165701	Sudeste	31	MG	SENADOR FIRMINO	2 - 5001 até 10000	7700
3165800	Sudeste	31	MG	SENADOR JOSE BENTO	1 - Até 5000	1735
3165909	Sudeste	31	MG	SENADOR MODESTINO GONCALVES	1 - Até 5000	4484
3166006	Sudeste	31	MG	SENHORA DE OLIVEIRA	2 - 5001 até 10000	5879
3166105	Sudeste	31	MG	SENHORA DO PORTO	1 - Até 5000	3599
3166204	Sudeste	31	MG	SENHORA DOS REMEDIOS	3 - 10001 até 20000	10585
3166303	Sudeste	31	MG	SERICITA	2 - 5001 até 10000	7406
3166402	Sudeste	31	MG	SERITINGA	1 - Até 5000	1865
3166501	Sudeste	31	MG	SERRA AZUL DE MINAS	1 - Até 5000	4363
3166600	Sudeste	31	MG	SERRA DA SAUDADE	1 - Até 5000	818
3166709	Sudeste	31	MG	SERRA DOS AIMORES	2 - 5001 até 10000	8767
3166808	Sudeste	31	MG	SERRA DO SALITRE	3 - 10001 até 20000	11325
3166907	Sudeste	31	MG	SERRANIA	2 - 5001 até 10000	7796
3166956	Sudeste	31	MG	SERRANOPOLIS DE MINAS	1 - Até 5000	4712
3167004	Sudeste	31	MG	SERRANOS	1 - Até 5000	2030
3167103	Sudeste	31	MG	SERRO	4 - 20001 até 50000	21427
3167202	Sudeste	31	MG	SETE LAGOAS	6 - 100001 até 500000	232107
3167301	Sudeste	31	MG	SILVEIRANIA	1 - Até 5000	2282
3167400	Sudeste	31	MG	SILVIANOPOLIS	2 - 5001 até 10000	6283
3167509	Sudeste	31	MG	SIMAO PEREIRA	1 - Até 5000	2640
3167608	Sudeste	31	MG	SIMONESIA	3 - 10001 até 20000	19421
3167707	Sudeste	31	MG	SOBRALIA	2 - 5001 até 10000	5842
3167806	Sudeste	31	MG	SOLEDADE DE MINAS	2 - 5001 até 10000	6055
3167905	Sudeste	31	MG	TABULEIRO	1 - Até 5000	4021
3168002	Sudeste	31	MG	TAIOBEIRAS	4 - 20001 até 50000	33315
3168051	Sudeste	31	MG	TAPARUBA	1 - Até 5000	3203
3168101	Sudeste	31	MG	TAPIRA	1 - Até 5000	4542
3168200	Sudeste	31	MG	TAPIRAI	1 - Até 5000	1922
3168309	Sudeste	31	MG	TAQUARACU DE MINAS	1 - Até 5000	4030
3168408	Sudeste	31	MG	TARUMIRIM	3 - 10001 até 20000	14672
3168507	Sudeste	31	MG	TEIXEIRAS	3 - 10001 até 20000	11793
3168606	Sudeste	31	MG	TEOFILO OTONI	6 - 100001 até 500000	141046
3168705	Sudeste	31	MG	TIMOTEO	5 - 50001 até 100000	87542
3168804	Sudeste	31	MG	TIRADENTES	2 - 5001 até 10000	7640
3168903	Sudeste	31	MG	TIROS	2 - 5001 até 10000	6871
3169000	Sudeste	31	MG	TOCANTINS	3 - 10001 até 20000	16637
3169059	Sudeste	31	MG	TOCOS DO MOJI	1 - Até 5000	4124
3169109	Sudeste	31	MG	TOLEDO	2 - 5001 até 10000	6153
3169208	Sudeste	31	MG	TOMBOS	2 - 5001 até 10000	9033
3169307	Sudeste	31	MG	TRES CORACOES	5 - 50001 até 100000	77921
3169356	Sudeste	31	MG	TRES MARIAS	4 - 20001 até 50000	31028
3169406	Sudeste	31	MG	TRES PONTAS	5 - 50001 até 100000	56649
3169505	Sudeste	31	MG	TUMIRITINGA	2 - 5001 até 10000	6669
3169604	Sudeste	31	MG	TUPACIGUARA	4 - 20001 até 50000	25363
3169703	Sudeste	31	MG	TURMALINA	3 - 10001 até 20000	19454
3169802	Sudeste	31	MG	TURVOLANDIA	1 - Até 5000	4964
3169901	Sudeste	31	MG	UBA	6 - 100001 até 500000	111012
3170008	Sudeste	31	MG	UBAI	3 - 10001 até 20000	12397
3170057	Sudeste	31	MG	UBAPORANGA	3 - 10001 até 20000	12558
3170107	Sudeste	31	MG	UBERABA	6 - 100001 até 500000	322126
3170206	Sudeste	31	MG	UBERLANDIA	7 - Maior que 500000	662362
3170305	Sudeste	31	MG	UMBURATIBA	1 - Até 5000	2727
3170404	Sudeste	31	MG	UNAI	5 - 50001 até 100000	82887
3170438	Sudeste	31	MG	UNIAO DE MINAS	1 - Até 5000	4474
3170479	Sudeste	31	MG	URUANA DE MINAS	1 - Até 5000	3336
3170503	Sudeste	31	MG	URUCANIA	3 - 10001 até 20000	10585
3170529	Sudeste	31	MG	URUCUIA	3 - 10001 até 20000	15556
3170578	Sudeste	31	MG	VARGEM ALEGRE	2 - 5001 até 10000	6634
3170602	Sudeste	31	MG	VARGEM BONITA	1 - Até 5000	2213
3170651	Sudeste	31	MG	VARGEM GRANDE DO RIO PARDO	1 - Até 5000	4989
3170701	Sudeste	31	MG	VARGINHA	6 - 100001 até 500000	132353
3170750	Sudeste	31	MG	VARJAO DE MINAS	2 - 5001 até 10000	6762
3170800	Sudeste	31	MG	VARZEA DA PALMA	4 - 20001 até 50000	38534
3170909	Sudeste	31	MG	VARZELANDIA	3 - 10001 até 20000	19702
3171006	Sudeste	31	MG	VAZANTE	4 - 20001 até 50000	20652
3171030	Sudeste	31	MG	VERDELANDIA	2 - 5001 até 10000	9056
3171071	Sudeste	31	MG	VEREDINHA	2 - 5001 até 10000	5773
3171105	Sudeste	31	MG	VERISSIMO	1 - Até 5000	3826
3171154	Sudeste	31	MG	VERMELHO NOVO	1 - Até 5000	4883
3171204	Sudeste	31	MG	VESPASIANO	6 - 100001 até 500000	118557
3171303	Sudeste	31	MG	VICOSA	5 - 50001 até 100000	77318
3171402	Sudeste	31	MG	VIEIRAS	1 - Até 5000	3765
3171501	Sudeste	31	MG	MATHIAS LOBATO	1 - Até 5000	3373
3171600	Sudeste	31	MG	VIRGEM DA LAPA	3 - 10001 até 20000	14030
3171709	Sudeste	31	MG	VIRGINIA	2 - 5001 até 10000	8867
3171808	Sudeste	31	MG	VIRGINOPOLIS	3 - 10001 até 20000	10810
3171907	Sudeste	31	MG	VIRGOLANDIA	2 - 5001 até 10000	5664
3172004	Sudeste	31	MG	VISCONDE DO RIO BRANCO	4 - 20001 até 50000	41182
3172103	Sudeste	31	MG	VOLTA GRANDE	2 - 5001 até 10000	5288
3172202	Sudeste	31	MG	WENCESLAU BRAZ	1 - Até 5000	2617
3200102	Sudeste	32	ES	AFONSO CLAUDIO	4 - 20001 até 50000	32454
3200136	Sudeste	32	ES	AGUIA BRANCA	3 - 10001 até 20000	10065
3200169	Sudeste	32	ES	AGUA DOCE DO NORTE	3 - 10001 até 20000	12025
3200201	Sudeste	32	ES	ALEGRE	4 - 20001 até 50000	32205
3200300	Sudeste	32	ES	ALFREDO CHAVES	3 - 10001 até 20000	14973
3200359	Sudeste	32	ES	ALTO RIO NOVO	2 - 5001 até 10000	7934
3200409	Sudeste	32	ES	ANCHIETA	4 - 20001 até 50000	27624
3200508	Sudeste	32	ES	APIACA	2 - 5001 até 10000	7924
3200607	Sudeste	32	ES	ARACRUZ	5 - 50001 até 100000	95056
3200706	Sudeste	32	ES	ATILIO VIVACQUA	3 - 10001 até 20000	11181
3200805	Sudeste	32	ES	BAIXO GUANDU	4 - 20001 até 50000	31467
3200904	Sudeste	32	ES	BARRA DE SAO FRANCISCO	4 - 20001 até 50000	44599
3201001	Sudeste	32	ES	BOA ESPERANCA	3 - 10001 até 20000	15318
3201100	Sudeste	32	ES	BOM JESUS DO NORTE	3 - 10001 até 20000	10176
3201159	Sudeste	32	ES	BREJETUBA	3 - 10001 até 20000	12755
3201209	Sudeste	32	ES	CACHOEIRO DE ITAPEMIRIM	6 - 100001 até 500000	208702
3201308	Sudeste	32	ES	CARIACICA	6 - 100001 até 500000	381802
3201407	Sudeste	32	ES	CASTELO	4 - 20001 até 50000	37829
3201506	Sudeste	32	ES	COLATINA	6 - 100001 até 500000	122646
3201605	Sudeste	32	ES	CONCEICAO DA BARRA	4 - 20001 até 50000	31127
3201704	Sudeste	32	ES	CONCEICAO DO CASTELO	3 - 10001 até 20000	12766
3201803	Sudeste	32	ES	DIVINO DE SAO LOURENCO	1 - Até 5000	4649
3201902	Sudeste	32	ES	DOMINGOS MARTINS	4 - 20001 até 50000	34416
3202009	Sudeste	32	ES	DORES DO RIO PRETO	2 - 5001 até 10000	6890
3202108	Sudeste	32	ES	ECOPORANGA	4 - 20001 até 50000	24271
3202207	Sudeste	32	ES	FUNDAO	3 - 10001 até 20000	19985
3202256	Sudeste	32	ES	GOVERNADOR LINDENBERG	3 - 10001 até 20000	12284
3202306	Sudeste	32	ES	GUACUI	4 - 20001 até 50000	30685
3202405	Sudeste	32	ES	GUARAPARI	6 - 100001 até 500000	119802
3202454	Sudeste	32	ES	IBATIBA	4 - 20001 até 50000	25244
3202504	Sudeste	32	ES	IBIRACU	3 - 10001 até 20000	12358
3202553	Sudeste	32	ES	IBITIRAMA	2 - 5001 até 10000	9386
3202603	Sudeste	32	ES	ICONHA	3 - 10001 até 20000	13788
3202652	Sudeste	32	ES	IRUPI	3 - 10001 até 20000	13096
3202702	Sudeste	32	ES	ITAGUACU	3 - 10001 até 20000	14829
3202801	Sudeste	32	ES	ITAPEMIRIM	4 - 20001 até 50000	34272
3202900	Sudeste	32	ES	ITARANA	3 - 10001 até 20000	11289
3203007	Sudeste	32	ES	IUNA	4 - 20001 até 50000	29585
3203056	Sudeste	32	ES	JAGUARE	4 - 20001 até 50000	28644
3203106	Sudeste	32	ES	JERONIMO MONTEIRO	3 - 10001 até 20000	11876
3203130	Sudeste	32	ES	JOAO NEIVA	3 - 10001 até 20000	17022
3203163	Sudeste	32	ES	LARANJA DA TERRA	3 - 10001 até 20000	11438
3203205	Sudeste	32	ES	LINHARES	6 - 100001 até 500000	163662
3203304	Sudeste	32	ES	MANTENOPOLIS	3 - 10001 até 20000	15121
3203320	Sudeste	32	ES	MARATAIZES	4 - 20001 até 50000	37923
3203346	Sudeste	32	ES	MARECHAL FLORIANO	3 - 10001 até 20000	16127
3203353	Sudeste	32	ES	MARILANDIA	3 - 10001 até 20000	12353
3203403	Sudeste	32	ES	MIMOSO DO SUL	4 - 20001 até 50000	27349
3203502	Sudeste	32	ES	MONTANHA	3 - 10001 até 20000	19224
3203601	Sudeste	32	ES	MUCURICI	2 - 5001 até 10000	5885
3203700	Sudeste	32	ES	MUNIZ FREIRE	3 - 10001 até 20000	18909
3203809	Sudeste	32	ES	MUQUI	3 - 10001 até 20000	15626
3203908	Sudeste	32	ES	NOVA VENECIA	5 - 50001 até 100000	50294
3204005	Sudeste	32	ES	PANCAS	4 - 20001 até 50000	23418
3204054	Sudeste	32	ES	PEDRO CANARIO	4 - 20001 até 50000	26128
3204104	Sudeste	32	ES	PINHEIROS	4 - 20001 até 50000	26589
3204203	Sudeste	32	ES	PIUMA	4 - 20001 até 50000	20716
3204252	Sudeste	32	ES	PONTO BELO	2 - 5001 até 10000	7749
3204302	Sudeste	32	ES	PRESIDENTE KENNEDY	3 - 10001 até 20000	11309
3204351	Sudeste	32	ES	RIO BANANAL	3 - 10001 até 20000	19181
3204401	Sudeste	32	ES	RIO NOVO DO SUL	3 - 10001 até 20000	12045
3204500	Sudeste	32	ES	SANTA LEOPOLDINA	3 - 10001 até 20000	12885
3204559	Sudeste	32	ES	SANTA MARIA DE JETIBA	4 - 20001 até 50000	38850
3204609	Sudeste	32	ES	SANTA TERESA	4 - 20001 até 50000	23735
3204658	Sudeste	32	ES	SAO DOMINGOS DO NORTE	2 - 5001 até 10000	8709
3204708	Sudeste	32	ES	SAO GABRIEL DA PALHA	4 - 20001 até 50000	36328
3204807	Sudeste	32	ES	SAO JOSE DO CALCADO	3 - 10001 até 20000	11012
3204906	Sudeste	32	ES	SAO MATEUS	6 - 100001 até 500000	124575
3204955	Sudeste	32	ES	SAO ROQUE DO CANAA	3 - 10001 até 20000	12384
3205002	Sudeste	32	ES	SERRA	6 - 100001 até 500000	485376
3205010	Sudeste	32	ES	SOORETAMA	4 - 20001 até 50000	27966
3205036	Sudeste	32	ES	VARGEM ALTA	4 - 20001 até 50000	21141
3205069	Sudeste	32	ES	VENDA NOVA DO IMIGRANTE	4 - 20001 até 50000	23744
3205101	Sudeste	32	ES	VIANA	5 - 50001 até 100000	74499
3205150	Sudeste	32	ES	VILA PAVAO	2 - 5001 até 10000	9368
3205176	Sudeste	32	ES	VILA VALERIO	3 - 10001 até 20000	14657
3205200	Sudeste	32	ES	VILA VELHA	6 - 100001 até 500000	472762
3205309	Sudeste	32	ES	VITORIA	6 - 100001 até 500000	355875
3300100	Sudeste	33	RJ	ANGRA DOS REIS	6 - 100001 até 500000	188276
3300159	Sudeste	33	RJ	APERIBE	3 - 10001 até 20000	11023
3300209	Sudeste	33	RJ	ARARUAMA	6 - 100001 até 500000	122865
3300225	Sudeste	33	RJ	AREAL	3 - 10001 até 20000	11970
3300233	Sudeste	33	RJ	ARMACAO DOS BUZIOS	4 - 20001 até 50000	31067
3300258	Sudeste	33	RJ	ARRAIAL DO CABO	4 - 20001 até 50000	29097
3300308	Sudeste	33	RJ	BARRA DO PIRAI	5 - 50001 até 100000	96865
3300407	Sudeste	33	RJ	BARRA MANSA	6 - 100001 até 500000	179915
3300456	Sudeste	33	RJ	BELFORD ROXO	6 - 100001 até 500000	481127
3300506	Sudeste	33	RJ	BOM JARDIM	4 - 20001 até 50000	26278
3300605	Sudeste	33	RJ	BOM JESUS DO ITABAPOANA	4 - 20001 até 50000	35964
3300704	Sudeste	33	RJ	CABO FRIO	6 - 100001 até 500000	208451
3300803	Sudeste	33	RJ	CACHOEIRAS DE MACACU	5 - 50001 até 100000	56290
3300902	Sudeste	33	RJ	CAMBUCI	3 - 10001 até 20000	14836
3300936	Sudeste	33	RJ	CARAPEBUS	3 - 10001 até 20000	15008
3300951	Sudeste	33	RJ	COMENDADOR LEVY GASPARIAN	2 - 5001 até 10000	8250
3301009	Sudeste	33	RJ	CAMPOS DOS GOYTACAZES	6 - 100001 até 500000	483970
3301108	Sudeste	33	RJ	CANTAGALO	3 - 10001 até 20000	19759
3301157	Sudeste	33	RJ	CARDOSO MOREIRA	3 - 10001 até 20000	12558
3301207	Sudeste	33	RJ	CARMO	3 - 10001 até 20000	18200
3301306	Sudeste	33	RJ	CASIMIRO DE ABREU	4 - 20001 até 50000	40305
3301405	Sudeste	33	RJ	CONCEICAO DE MACABU	4 - 20001 até 50000	22163
3301504	Sudeste	33	RJ	CORDEIRO	4 - 20001 até 50000	21063
3301603	Sudeste	33	RJ	DUAS BARRAS	3 - 10001 até 20000	11121
3301702	Sudeste	33	RJ	DUQUE DE CAXIAS	7 - Maior que 500000	882729
