A1	A199	A200	A201	A202	A203	A204
1709005	Norte	17	TO	GOIATINS	3 - 10001 até 20000	12813
1709302	Norte	17	TO	GUARAI	4 - 20001 até 50000	25149
1709500	Norte	17	TO	GURUPI	5 - 50001 até 100000	83707
1709807	Norte	17	TO	IPUEIRAS	1 - Até 5000	1881
1710508	Norte	17	TO	ITACAJA	2 - 5001 até 10000	7411
1710706	Norte	17	TO	ITAGUATINS	2 - 5001 até 10000	6035
1710904	Norte	17	TO	ITAPIRATINS	1 - Até 5000	3732
1711100	Norte	17	TO	ITAPORA DO TOCANTINS	1 - Até 5000	2476
1711506	Norte	17	TO	JAU DO TOCANTINS	1 - Até 5000	3761
1711803	Norte	17	TO	JUARINA	1 - Até 5000	2245
1711902	Norte	17	TO	LAGOA DA CONFUSAO	3 - 10001 até 20000	12184
1711951	Norte	17	TO	LAGOA DO TOCANTINS	1 - Até 5000	4037
1712009	Norte	17	TO	LAJEADO	1 - Até 5000	3026
1712157	Norte	17	TO	LAVANDEIRA	1 - Até 5000	1814
1712405	Norte	17	TO	LIZARDA	1 - Até 5000	3796
1712454	Norte	17	TO	LUZINOPOLIS	1 - Até 5000	2945
1712504	Norte	17	TO	MARIANOPOLIS DO TOCANTINS	1 - Até 5000	4896
1712702	Norte	17	TO	MATEIROS	1 - Até 5000	2524
1712801	Norte	17	TO	MAURILANDIA DO TOCANTINS	1 - Até 5000	3362
1713205	Norte	17	TO	MIRACEMA DO TOCANTINS	3 - 10001 até 20000	19634
1713304	Norte	17	TO	MIRANORTE	3 - 10001 até 20000	13298
1713601	Norte	17	TO	MONTE DO CARMO	2 - 5001 até 10000	7535
1713700	Norte	17	TO	MONTE SANTO DO TOCANTINS	1 - Até 5000	2231
1713809	Norte	17	TO	PALMEIRAS DO TOCANTINS	2 - 5001 até 10000	6362
1713957	Norte	17	TO	MURICILANDIA	1 - Até 5000	3433
1714203	Norte	17	TO	NATIVIDADE	2 - 5001 até 10000	9291
1714302	Norte	17	TO	NAZARE	1 - Até 5000	4177
1714880	Norte	17	TO	NOVA OLINDA	3 - 10001 até 20000	11513
1715002	Norte	17	TO	NOVA ROSALANDIA	1 - Até 5000	4113
1715101	Norte	17	TO	NOVO ACORDO	1 - Até 5000	4158
1715150	Norte	17	TO	NOVO ALEGRE	1 - Até 5000	2351
1715259	Norte	17	TO	NOVO JARDIM	1 - Até 5000	2650
1715507	Norte	17	TO	OLIVEIRA DE FATIMA	1 - Até 5000	1098
1715705	Norte	17	TO	PALMEIRANTE	2 - 5001 até 10000	5651
1715754	Norte	17	TO	PALMEIROPOLIS	2 - 5001 até 10000	7645
1716109	Norte	17	TO	PARAISO DO TOCANTINS	4 - 20001 até 50000	49076
1716208	Norte	17	TO	PARANA	3 - 10001 até 20000	10573
1716307	Norte	17	TO	PAU D'ARCO	1 - Até 5000	4814
1716505	Norte	17	TO	PEDRO AFONSO	3 - 10001 até 20000	12900
1716604	Norte	17	TO	PEIXE	3 - 10001 até 20000	11340
1716653	Norte	17	TO	PEQUIZEIRO	2 - 5001 até 10000	5381
1716703	Norte	17	TO	COLMEIA	2 - 5001 até 10000	8522
1717008	Norte	17	TO	PINDORAMA DO TOCANTINS	1 - Até 5000	4547
1717206	Norte	17	TO	PIRAQUE	1 - Até 5000	3031
1717503	Norte	17	TO	PIUM	2 - 5001 até 10000	7357
1717800	Norte	17	TO	PONTE ALTA DO BOM JESUS	1 - Até 5000	4649
1717909	Norte	17	TO	PONTE ALTA DO TOCANTINS	2 - 5001 até 10000	7793
1718006	Norte	17	TO	PORTO ALEGRE DO TOCANTINS	1 - Até 5000	3039
1718204	Norte	17	TO	PORTO NACIONAL	5 - 50001 até 100000	52182
1718303	Norte	17	TO	PRAIA NORTE	2 - 5001 até 10000	8229
1718402	Norte	17	TO	PRESIDENTE KENNEDY	1 - Até 5000	3744
1718451	Norte	17	TO	PUGMIL	1 - Até 5000	2591
1718501	Norte	17	TO	RECURSOLANDIA	1 - Até 5000	4132
1718550	Norte	17	TO	RIACHINHO	1 - Até 5000	4520
1718659	Norte	17	TO	RIO DA CONCEICAO	1 - Até 5000	1980
1718709	Norte	17	TO	RIO DOS BOIS	1 - Até 5000	2764
1718758	Norte	17	TO	RIO SONO	2 - 5001 até 10000	6486
1718808	Norte	17	TO	SAMPAIO	1 - Até 5000	4415
1718840	Norte	17	TO	SANDOLANDIA	1 - Até 5000	3410
1718865	Norte	17	TO	SANTA FE DO ARAGUAIA	2 - 5001 até 10000	7232
1718881	Norte	17	TO	SANTA MARIA DO TOCANTINS	1 - Até 5000	3252
1718899	Norte	17	TO	SANTA RITA DO TOCANTINS	1 - Até 5000	2300
1718907	Norte	17	TO	SANTA ROSA DO TOCANTINS	1 - Até 5000	4794
1719004	Norte	17	TO	SANTA TEREZA DO TOCANTINS	1 - Até 5000	2762
1720002	Norte	17	TO	SANTA TEREZINHA DO TOCANTINS	1 - Até 5000	2547
1720101	Norte	17	TO	SAO BENTO DO TOCANTINS	2 - 5001 até 10000	5096
1720150	Norte	17	TO	SAO FELIX DO TOCANTINS	1 - Até 5000	1545
1720200	Norte	17	TO	SAO MIGUEL DO TOCANTINS	3 - 10001 até 20000	11597
1720259	Norte	17	TO	SAO SALVADOR DO TOCANTINS	1 - Até 5000	3058
1720309	Norte	17	TO	SAO SEBASTIAO DO TOCANTINS	1 - Até 5000	4654
1720499	Norte	17	TO	SAO VALERIO DA NATIVIDADE	1 - Até 5000	4214
1720655	Norte	17	TO	SILVANOPOLIS	2 - 5001 até 10000	5345
1720804	Norte	17	TO	SITIO NOVO DO TOCANTINS	2 - 5001 até 10000	9243
1720853	Norte	17	TO	SUCUPIRA	1 - Até 5000	1900
1720903	Norte	17	TO	TAGUATINGA	3 - 10001 até 20000	16238
1720937	Norte	17	TO	TAIPAS DO TOCANTINS	1 - Até 5000	2094
1720978	Norte	17	TO	TALISMA	1 - Até 5000	2737
1721000	Norte	17	TO	PALMAS	6 - 100001 até 500000	272726
1721109	Norte	17	TO	TOCANTINIA	2 - 5001 até 10000	7313
1721208	Norte	17	TO	TOCANTINOPOLIS	4 - 20001 até 50000	23141
1721257	Norte	17	TO	TUPIRAMA	1 - Até 5000	1782
1721307	Norte	17	TO	TUPIRATINS	1 - Até 5000	2461
1722081	Norte	17	TO	WANDERLANDIA	3 - 10001 até 20000	11566
1722107	Norte	17	TO	XAMBIOA	3 - 10001 até 20000	11709
2100055	Nordeste	21	MA	ACAILANDIA	6 - 100001 até 500000	109685
2100105	Nordeste	21	MA	AFONSO CUNHA	2 - 5001 até 10000	6351
2100154	Nordeste	21	MA	AGUA DOCE DO MARANHAO	3 - 10001 até 20000	12257
2100204	Nordeste	21	MA	ALCANTARA	4 - 20001 até 50000	21659
2100303	Nordeste	21	MA	ALDEIAS ALTAS	4 - 20001 até 50000	25823
2100402	Nordeste	21	MA	ALTAMIRA DO MARANHAO	3 - 10001 até 20000	11616
2100436	Nordeste	21	MA	ALTO ALEGRE DO MARANHAO	4 - 20001 até 50000	26348
2100477	Nordeste	21	MA	ALTO ALEGRE DO PINDARE	4 - 20001 até 50000	31287
2100501	Nordeste	21	MA	ALTO PARNAIBA	3 - 10001 até 20000	10956
2100550	Nordeste	21	MA	AMAPA DO MARANHAO	2 - 5001 até 10000	6789
2100600	Nordeste	21	MA	AMARANTE DO MARANHAO	4 - 20001 até 50000	40378
2100709	Nordeste	21	MA	ANAJATUBA	4 - 20001 até 50000	26880
2100808	Nordeste	21	MA	ANAPURUS	3 - 10001 até 20000	15286
2100832	Nordeste	21	MA	APICUM-ACU	3 - 10001 até 20000	17948
2100873	Nordeste	21	MA	ARAGUANA	3 - 10001 até 20000	15018
2100907	Nordeste	21	MA	ARAIOSES	4 - 20001 até 50000	45255
2100956	Nordeste	21	MA	ARAME	4 - 20001 até 50000	32015
2101004	Nordeste	21	MA	ARARI	4 - 20001 até 50000	29200
2101103	Nordeste	21	MA	AXIXA	3 - 10001 até 20000	11850
2101202	Nordeste	21	MA	BACABAL	6 - 100001 até 500000	102656
2101251	Nordeste	21	MA	BACABEIRA	3 - 10001 até 20000	16553
2101301	Nordeste	21	MA	BACURI	3 - 10001 até 20000	17335
2101350	Nordeste	21	MA	BACURITUBA	2 - 5001 até 10000	5511
2101400	Nordeste	21	MA	BALSAS	5 - 50001 até 100000	92144
2101509	Nordeste	21	MA	BARAO DE GRAJAU	3 - 10001 até 20000	18365
2101608	Nordeste	21	MA	BARRA DO CORDA	5 - 50001 até 100000	86151
2101707	Nordeste	21	MA	BARREIRINHAS	5 - 50001 até 100000	60588
2101731	Nordeste	21	MA	BELAGUA	2 - 5001 até 10000	7273
2101772	Nordeste	21	MA	BELA VISTA DO MARANHAO	3 - 10001 até 20000	10931
2101806	Nordeste	21	MA	BENEDITO LEITE	2 - 5001 até 10000	5519
2101905	Nordeste	21	MA	BEQUIMAO	4 - 20001 até 50000	20853
2101939	Nordeste	21	MA	BERNARDO DO MEARIM	2 - 5001 até 10000	5900
2101970	Nordeste	21	MA	BOA VISTA DO GURUPI	2 - 5001 até 10000	8996
2102002	Nordeste	21	MA	BOM JARDIM	4 - 20001 até 50000	40660
2102036	Nordeste	21	MA	BOM JESUS DAS SELVAS	4 - 20001 até 50000	32900
2102077	Nordeste	21	MA	BOM LUGAR	3 - 10001 até 20000	15855
2102101	Nordeste	21	MA	BREJO	4 - 20001 até 50000	35473
2102150	Nordeste	21	MA	BREJO DE AREIA	2 - 5001 até 10000	9166
2102200	Nordeste	21	MA	BURITI	4 - 20001 até 50000	28022
2102309	Nordeste	21	MA	BURITI BRAVO	4 - 20001 até 50000	23375
2102325	Nordeste	21	MA	BURITICUPU	5 - 50001 até 100000	70417
2102358	Nordeste	21	MA	BURITIRANA	3 - 10001 até 20000	15100
2102374	Nordeste	21	MA	CACHOEIRA GRANDE	2 - 5001 até 10000	8822
2102408	Nordeste	21	MA	CAJAPIO	3 - 10001 até 20000	10927
2102507	Nordeste	21	MA	CAJARI	3 - 10001 até 20000	18943
2102556	Nordeste	21	MA	CAMPESTRE DO MARANHAO	3 - 10001 até 20000	14028
2102606	Nordeste	21	MA	CANDIDO MENDES	3 - 10001 até 20000	19702
2102705	Nordeste	21	MA	CANTANHEDE	4 - 20001 até 50000	21464
2102754	Nordeste	21	MA	CAPINZAL DO NORTE	3 - 10001 até 20000	10720
2102804	Nordeste	21	MA	CAROLINA	4 - 20001 até 50000	23866
2102903	Nordeste	21	MA	CARUTAPERA	4 - 20001 até 50000	23219
2103000	Nordeste	21	MA	CAXIAS	6 - 100001 até 500000	161137
2103109	Nordeste	21	MA	CEDRAL	3 - 10001 até 20000	10455
2103125	Nordeste	21	MA	CENTRAL DO MARANHAO	2 - 5001 até 10000	8447
2103158	Nordeste	21	MA	CENTRO DO GUILHERME	3 - 10001 até 20000	13015
2103174	Nordeste	21	MA	CENTRO NOVO DO MARANHAO	4 - 20001 até 50000	21013
2103208	Nordeste	21	MA	CHAPADINHA	5 - 50001 até 100000	77684
2103257	Nordeste	21	MA	CIDELANDIA	3 - 10001 até 20000	14346
2103307	Nordeste	21	MA	CODO	6 - 100001 até 500000	120265
2103406	Nordeste	21	MA	COELHO NETO	4 - 20001 até 50000	48320
2103505	Nordeste	21	MA	COLINAS	4 - 20001 até 50000	40268
2103554	Nordeste	21	MA	CONCEICAO DO LAGO-ACU	3 - 10001 até 20000	15782
2103604	Nordeste	21	MA	COROATA	5 - 50001 até 100000	63821
2103703	Nordeste	21	MA	CURURUPU	4 - 20001 até 50000	30913
2103752	Nordeste	21	MA	DAVINOPOLIS	3 - 10001 até 20000	12653
2103802	Nordeste	21	MA	DOM PEDRO	4 - 20001 até 50000	22881
2103901	Nordeste	21	MA	DUQUE BACELAR	3 - 10001 até 20000	11084
2104008	Nordeste	21	MA	ESPERANTINOPOLIS	3 - 10001 até 20000	17029
2104057	Nordeste	21	MA	ESTREITO	4 - 20001 até 50000	40629
2104073	Nordeste	21	MA	FEIRA NOVA DO MARANHAO	2 - 5001 até 10000	8321
2104081	Nordeste	21	MA	FERNANDO FALCAO	3 - 10001 até 20000	10073
2104099	Nordeste	21	MA	FORMOSA DA SERRA NEGRA	3 - 10001 até 20000	18573
2104107	Nordeste	21	MA	FORTALEZA DOS NOGUEIRAS	3 - 10001 até 20000	12375
2104206	Nordeste	21	MA	FORTUNA	3 - 10001 até 20000	15239
2104305	Nordeste	21	MA	GODOFREDO VIANA	3 - 10001 até 20000	11464
2104404	Nordeste	21	MA	GONCALVES DIAS	3 - 10001 até 20000	17579
2104503	Nordeste	21	MA	GOVERNADOR ARCHER	3 - 10001 até 20000	10591
2104552	Nordeste	21	MA	GOVERNADOR EDISON LOBAO	3 - 10001 até 20000	17747
2104602	Nordeste	21	MA	GOVERNADOR EUGENIO BARROS	3 - 10001 até 20000	16456
2104628	Nordeste	21	MA	GOVERNADOR LUIZ ROCHA	2 - 5001 até 10000	7626
2104651	Nordeste	21	MA	GOVERNADOR NEWTON BELLO	3 - 10001 até 20000	10011
2104677	Nordeste	21	MA	GOVERNADOR NUNES FREIRE	4 - 20001 até 50000	25117
2104701	Nordeste	21	MA	GRACA ARANHA	2 - 5001 até 10000	6142
2104800	Nordeste	21	MA	GRAJAU	5 - 50001 até 100000	67626
2104909	Nordeste	21	MA	GUIMARAES	3 - 10001 até 20000	11827
2105005	Nordeste	21	MA	HUMBERTO DE CAMPOS	4 - 20001 até 50000	27976
2105104	Nordeste	21	MA	ICATU	4 - 20001 até 50000	26452
2105153	Nordeste	21	MA	IGARAPE DO MEIO	3 - 10001 até 20000	13774
2105203	Nordeste	21	MA	IGARAPE GRANDE	3 - 10001 até 20000	11628
2105302	Nordeste	21	MA	IMPERATRIZ	6 - 100001 até 500000	253123
2105351	Nordeste	21	MA	ITAIPAVA DO GRAJAU	3 - 10001 até 20000	15609
2105401	Nordeste	21	MA	ITAPECURU MIRIM	5 - 50001 até 100000	66433
2105427	Nordeste	21	MA	ITINGA DO MARANHAO	4 - 20001 até 50000	25440
2105450	Nordeste	21	MA	JATOBA	2 - 5001 até 10000	9819
2105476	Nordeste	21	MA	JENIPAPO DOS VIEIRAS	3 - 10001 até 20000	16124
2105500	Nordeste	21	MA	JOAO LISBOA	4 - 20001 até 50000	23232
2105609	Nordeste	21	MA	JOSELANDIA	3 - 10001 até 20000	15827
2105658	Nordeste	21	MA	JUNCO DO MARANHAO	1 - Até 5000	3431
2105708	Nordeste	21	MA	LAGO DA PEDRA	4 - 20001 até 50000	48992
2105807	Nordeste	21	MA	LAGO DO JUNCO	3 - 10001 até 20000	10602
2105906	Nordeste	21	MA	LAGO VERDE	3 - 10001 até 20000	15893
2105922	Nordeste	21	MA	LAGOA DO MATO	3 - 10001 até 20000	11020
2105948	Nordeste	21	MA	LAGO DOS RODRIGUES	2 - 5001 até 10000	8716
2105963	Nordeste	21	MA	LAGOA GRANDE DO MARANHAO	3 - 10001 até 20000	11111
2105989	Nordeste	21	MA	LAJEADO NOVO	2 - 5001 até 10000	7359
2106003	Nordeste	21	MA	LIMA CAMPOS	3 - 10001 até 20000	11642
2106102	Nordeste	21	MA	LORETO	3 - 10001 até 20000	11871
2106201	Nordeste	21	MA	LUIS DOMINGUES	2 - 5001 até 10000	6788
2106300	Nordeste	21	MA	MAGALHAES DE ALMEIDA	3 - 10001 até 20000	19267
2106326	Nordeste	21	MA	MARACACUME	4 - 20001 até 50000	20815
2106359	Nordeste	21	MA	MARAJA DO SENA	2 - 5001 até 10000	7658
2106375	Nordeste	21	MA	MARANHAOZINHO	3 - 10001 até 20000	15734
2106409	Nordeste	21	MA	MATA ROMA	3 - 10001 até 20000	16375
2106508	Nordeste	21	MA	MATINHA	4 - 20001 até 50000	22822
2106607	Nordeste	21	MA	MATOES	4 - 20001 até 50000	32988
2106631	Nordeste	21	MA	MATOES DO NORTE	3 - 10001 até 20000	16169
2106672	Nordeste	21	MA	MILAGRES DO MARANHAO	2 - 5001 até 10000	8284
2106706	Nordeste	21	MA	MIRADOR	4 - 20001 até 50000	20596
2106755	Nordeste	21	MA	MIRANDA DO NORTE	4 - 20001 até 50000	27507
2106805	Nordeste	21	MA	MIRINZAL	3 - 10001 até 20000	14632
2106904	Nordeste	21	MA	MONCAO	4 - 20001 até 50000	32833
2107001	Nordeste	21	MA	MONTES ALTOS	2 - 5001 até 10000	9026
2107100	Nordeste	21	MA	MORROS	3 - 10001 até 20000	18938
2107209	Nordeste	21	MA	NINA RODRIGUES	3 - 10001 até 20000	14012
2107258	Nordeste	21	MA	NOVA COLINAS	2 - 5001 até 10000	5243
2107308	Nordeste	21	MA	NOVA IORQUE	1 - Até 5000	4592
2107357	Nordeste	21	MA	NOVA OLINDA DO MARANHAO	4 - 20001 até 50000	20393
2107407	Nordeste	21	MA	OLHO D'AGUA DAS CUNHAS	3 - 10001 até 20000	19080
2107456	Nordeste	21	MA	OLINDA NOVA DO MARANHAO	3 - 10001 até 20000	14299
2107506	Nordeste	21	MA	PACO DO LUMIAR	6 - 100001 até 500000	117877
2107605	Nordeste	21	MA	PALMEIRANDIA	3 - 10001 até 20000	19288
2107704	Nordeste	21	MA	PARAIBANO	4 - 20001 até 50000	20892
2107803	Nordeste	21	MA	PARNARAMA	4 - 20001 até 50000	34146
2107902	Nordeste	21	MA	PASSAGEM FRANCA	3 - 10001 até 20000	18549
2108009	Nordeste	21	MA	PASTOS BONS	3 - 10001 até 20000	18999
2108058	Nordeste	21	MA	PAULINO NEVES	3 - 10001 até 20000	15609
2108108	Nordeste	21	MA	PAULO RAMOS	4 - 20001 até 50000	20612
2108207	Nordeste	21	MA	PEDREIRAS	4 - 20001 até 50000	38506
2108256	Nordeste	21	MA	PEDRO DO ROSARIO	4 - 20001 até 50000	24475
2108306	Nordeste	21	MA	PENALVA	4 - 20001 até 50000	37255
2108405	Nordeste	21	MA	PERI MIRIM	3 - 10001 até 20000	14019
2108454	Nordeste	21	MA	PERITORO	4 - 20001 até 50000	22602
2108504	Nordeste	21	MA	PINDARE-MIRIM	4 - 20001 até 50000	32198
2108603	Nordeste	21	MA	PINHEIRO	5 - 50001 até 100000	81438
2108702	Nordeste	21	MA	PIO XII	4 - 20001 até 50000	21164
2108801	Nordeste	21	MA	PIRAPEMAS	3 - 10001 até 20000	18182
2108900	Nordeste	21	MA	POCAO DE PEDRAS	3 - 10001 até 20000	17773
2109007	Nordeste	21	MA	PORTO FRANCO	4 - 20001 até 50000	23243
2109056	Nordeste	21	MA	PORTO RICO DO MARANHAO	2 - 5001 até 10000	5877
2109106	Nordeste	21	MA	PRESIDENTE DUTRA	4 - 20001 até 50000	46680
2109205	Nordeste	21	MA	PRESIDENTE JUSCELINO	3 - 10001 até 20000	12398
2109239	Nordeste	21	MA	PRESIDENTE MEDICI	2 - 5001 até 10000	6831
2109270	Nordeste	21	MA	PRESIDENTE SARNEY	3 - 10001 até 20000	18420
2109304	Nordeste	21	MA	PRESIDENTE VARGAS	3 - 10001 até 20000	11302
2109403	Nordeste	21	MA	PRIMEIRA CRUZ	3 - 10001 até 20000	14918
2109452	Nordeste	21	MA	RAPOSA	4 - 20001 até 50000	29755
2109502	Nordeste	21	MA	RIACHAO	3 - 10001 até 20000	19846
2109551	Nordeste	21	MA	RIBAMAR FIQUENE	2 - 5001 até 10000	7609
2109601	Nordeste	21	MA	ROSARIO	4 - 20001 até 50000	41694
2109700	Nordeste	21	MA	SAMBAIBA	2 - 5001 até 10000	5554
2109759	Nordeste	21	MA	SANTA FILOMENA DO MARANHAO	2 - 5001 até 10000	7576
2109809	Nordeste	21	MA	SANTA HELENA	4 - 20001 até 50000	41009
2109908	Nordeste	21	MA	SANTA INES	5 - 50001 até 100000	83238
2110005	Nordeste	21	MA	SANTA LUZIA	5 - 50001 até 100000	71067
2110039	Nordeste	21	MA	SANTA LUZIA DO PARUA	4 - 20001 até 50000	24663
2110104	Nordeste	21	MA	SANTA QUITERIA DO MARANHAO	4 - 20001 até 50000	25041
2110203	Nordeste	21	MA	SANTA RITA	4 - 20001 até 50000	35980
2110237	Nordeste	21	MA	SANTANA DO MARANHAO	3 - 10001 até 20000	12987
2110278	Nordeste	21	MA	SANTO AMARO DO MARANHAO	3 - 10001 até 20000	15375
2110302	Nordeste	21	MA	SANTO ANTONIO DOS LOPES	3 - 10001 até 20000	14253
2110401	Nordeste	21	MA	SAO BENEDITO DO RIO PRETO	3 - 10001 até 20000	18256
2110500	Nordeste	21	MA	SAO BENTO	4 - 20001 até 50000	45044
2110609	Nordeste	21	MA	SAO BERNARDO	4 - 20001 até 50000	27817
2110658	Nordeste	21	MA	SAO DOMINGOS DO AZEITAO	2 - 5001 até 10000	7224
2110708	Nordeste	21	MA	SAO DOMINGOS DO MARANHAO	4 - 20001 até 50000	33707
2110807	Nordeste	21	MA	SAO FELIX DE BALSAS	1 - Até 5000	4518
2110856	Nordeste	21	MA	SAO FRANCISCO DO BREJAO	3 - 10001 até 20000	11444
2110906	Nordeste	21	MA	SAO FRANCISCO DO MARANHAO	3 - 10001 até 20000	11966
2111003	Nordeste	21	MA	SAO JOAO BATISTA	4 - 20001 até 50000	20235
2111029	Nordeste	21	MA	SAO JOAO DO CARU	3 - 10001 até 20000	15520
2111052	Nordeste	21	MA	SAO JOAO DO PARAISO	3 - 10001 até 20000	10949
2111078	Nordeste	21	MA	SAO JOAO DO SOTER	3 - 10001 até 20000	18095
2111102	Nordeste	21	MA	SAO JOAO DOS PATOS	4 - 20001 até 50000	25371
2111201	Nordeste	21	MA	SAO JOSE DE RIBAMAR	6 - 100001 até 500000	174267
2111250	Nordeste	21	MA	SAO JOSE DOS BASILIOS	2 - 5001 até 10000	7495
2111300	Nordeste	21	MA	SAO LUIS	7 - Maior que 500000	1073893
2111409	Nordeste	21	MA	SAO LUIS GONZAGA DO MARANHAO	3 - 10001 até 20000	18607
2111508	Nordeste	21	MA	SAO MATEUS DO MARANHAO	4 - 20001 até 50000	40574
2111532	Nordeste	21	MA	SAO PEDRO DA AGUA BRANCA	3 - 10001 até 20000	12407
2111573	Nordeste	21	MA	SAO PEDRO DOS CRENTES	1 - Até 5000	4563
2111607	Nordeste	21	MA	SAO RAIMUNDO DAS MANGABEIRAS	3 - 10001 até 20000	18406
2111631	Nordeste	21	MA	SAO RAIMUNDO DO DOCA BEZERRA	2 - 5001 até 10000	5230
2111672	Nordeste	21	MA	SAO ROBERTO	2 - 5001 até 10000	6529
2111706	Nordeste	21	MA	SAO VICENTE FERRER	4 - 20001 até 50000	20678
2111722	Nordeste	21	MA	SATUBINHA	3 - 10001 até 20000	13487
2111748	Nordeste	21	MA	SENADOR ALEXANDRE COSTA	3 - 10001 até 20000	10862
2111763	Nordeste	21	MA	SENADOR LA ROCQUE	3 - 10001 até 20000	14081
2111789	Nordeste	21	MA	SERRANO DO MARANHAO	3 - 10001 até 20000	10859
2111805	Nordeste	21	MA	SITIO NOVO	3 - 10001 até 20000	17663
2111904	Nordeste	21	MA	SUCUPIRA DO NORTE	3 - 10001 até 20000	10434
2111953	Nordeste	21	MA	SUCUPIRA DO RIACHAO	2 - 5001 até 10000	5537
2112001	Nordeste	21	MA	TASSO FRAGOSO	2 - 5001 até 10000	8303
2112100	Nordeste	21	MA	TIMBIRAS	4 - 20001 até 50000	28511
2112209	Nordeste	21	MA	TIMON	6 - 100001 até 500000	164869
2112233	Nordeste	21	MA	TRIZIDELA DO VALE	4 - 20001 até 50000	20891
2112274	Nordeste	21	MA	TUFILANDIA	2 - 5001 até 10000	5716
2112308	Nordeste	21	MA	TUNTUM	4 - 20001 até 50000	40844
2112407	Nordeste	21	MA	TURIACU	4 - 20001 até 50000	34826
2112456	Nordeste	21	MA	TURILANDIA	4 - 20001 até 50000	24907
2112506	Nordeste	21	MA	TUTOIA	5 - 50001 até 100000	57253
2112605	Nordeste	21	MA	URBANO SANTOS	4 - 20001 até 50000	32316
2112704	Nordeste	21	MA	VARGEM GRANDE	5 - 50001 até 100000	54845
2112803	Nordeste	21	MA	VIANA	5 - 50001 até 100000	51249
2112852	Nordeste	21	MA	VILA NOVA DOS MARTIRIOS	3 - 10001 até 20000	12954
2112902	Nordeste	21	MA	VITORIA DO MEARIM	4 - 20001 até 50000	32046
2113009	Nordeste	21	MA	VITORINO FREIRE	4 - 20001 até 50000	30917
2114007	Nordeste	21	MA	ZE DOCA	5 - 50001 até 100000	50507
2200053	Nordeste	22	PI	ACAUA	2 - 5001 até 10000	6933
2200103	Nordeste	22	PI	AGRICOLANDIA	2 - 5001 até 10000	5078
2200202	Nordeste	22	PI	AGUA BRANCA	3 - 10001 até 20000	17010
2200251	Nordeste	22	PI	ALAGOINHA DO PIAUI	2 - 5001 até 10000	7501
2200277	Nordeste	22	PI	ALEGRETE DO PIAUI	1 - Até 5000	4832
2200301	Nordeste	22	PI	ALTO LONGA	3 - 10001 até 20000	14006
2200400	Nordeste	22	PI	ALTOS	4 - 20001 até 50000	39715
2200459	Nordeste	22	PI	ALVORADA DO GURGUEIA	2 - 5001 até 10000	5278
2200509	Nordeste	22	PI	AMARANTE	3 - 10001 até 20000	17312
2200608	Nordeste	22	PI	ANGICAL DO PIAUI	2 - 5001 até 10000	6692
2200707	Nordeste	22	PI	ANISIO DE ABREU	2 - 5001 até 10000	9597
2200806	Nordeste	22	PI	ANTONIO ALMEIDA	1 - Até 5000	3103
2200905	Nordeste	22	PI	AROAZES	2 - 5001 até 10000	5763
2200954	Nordeste	22	PI	AROEIRAS DO ITAIM	1 - Até 5000	2460
2201002	Nordeste	22	PI	ARRAIAL	1 - Até 5000	4670
2201051	Nordeste	22	PI	ASSUNCAO DO PIAUI	2 - 5001 até 10000	7686
2201101	Nordeste	22	PI	AVELINO LOPES	3 - 10001 até 20000	11433
2201150	Nordeste	22	PI	BAIXA GRANDE DO RIBEIRO	3 - 10001 até 20000	11218
2201176	Nordeste	22	PI	BARRA D'ALCANTARA	1 - Até 5000	3887
2201200	Nordeste	22	PI	BARRAS	4 - 20001 até 50000	46072
2201309	Nordeste	22	PI	BARREIRAS DO PIAUI	1 - Até 5000	3287
2201408	Nordeste	22	PI	BARRO DURO	2 - 5001 até 10000	6935
2201507	Nordeste	22	PI	BATALHA	4 - 20001 até 50000	26331
2201556	Nordeste	22	PI	BELA VISTA DO PIAUI	1 - Até 5000	3919
2201572	Nordeste	22	PI	BELEM DO PIAUI	1 - Até 5000	3464
2201606	Nordeste	22	PI	BENEDITINOS	3 - 10001 até 20000	10027
2201705	Nordeste	22	PI	BERTOLINIA	2 - 5001 até 10000	5402
2201739	Nordeste	22	PI	BETANIA DO PIAUI	2 - 5001 até 10000	6097
2201770	Nordeste	22	PI	BOA HORA	2 - 5001 até 10000	6599
2201804	Nordeste	22	PI	BOCAINA	1 - Até 5000	4436
2201903	Nordeste	22	PI	BOM JESUS	4 - 20001 até 50000	24327
2201919	Nordeste	22	PI	BOM PRINCIPIO DO PIAUI	2 - 5001 até 10000	5497
2201929	Nordeste	22	PI	BONFIM DO PIAUI	2 - 5001 até 10000	5549
2201945	Nordeste	22	PI	BOQUEIRAO DO PIAUI	2 - 5001 até 10000	6380
2201960	Nordeste	22	PI	BRASILEIRA	2 - 5001 até 10000	8159
2201988	Nordeste	22	PI	BREJO DO PIAUI	1 - Até 5000	3871
2202000	Nordeste	22	PI	BURITI DOS LOPES	3 - 10001 até 20000	19415
2202026	Nordeste	22	PI	BURITI DOS MONTES	2 - 5001 até 10000	8188
2202059	Nordeste	22	PI	CABECEIRAS DO PIAUI	3 - 10001 até 20000	10325
2202075	Nordeste	22	PI	CAJAZEIRAS DO PIAUI	1 - Até 5000	3471
2202083	Nordeste	22	PI	CAJUEIRO DA PRAIA	2 - 5001 até 10000	7451
2202091	Nordeste	22	PI	CALDEIRAO GRANDE DO PIAUI	2 - 5001 até 10000	5674
