A1	Codigouf	Codigomunicipio	Nome	A151	A152	A153	A154	A155	A156	A157	A158	A159	A160	A161	A162	A163	A164	A165	A166	A167	A168	A169	A170	A171	A172	A173	A174	A175	A176	A177	A178	A179	A180	A181	A182	A183	A184	A185	A186	A187	A188	A189	A190	A191	A192	A193	A194	A195	A196	A197	A198
4305124	43	5124	CERRITO	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305132	43	5132	CERRO BRANCO	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305157	43	5157	CERRO GRANDE	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
4305173	43	5173	CERRO GRANDE DO SUL	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305207	43	5207	CERRO LARGO	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305306	43	5306	CHAPADA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305355	43	5355	CHARQUEADAS	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não
4305371	43	5371	CHARRUA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305405	43	5405	CHIAPETTA	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305439	43	5439	CHUI	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não
4305447	43	5447	CHUVISCA	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305454	43	5454	CIDREIRA	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305504	43	5504	CIRIACO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305587	43	5587	COLINAS	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305603	43	5603	COLORADO	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305702	43	5702	CONDOR	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305801	43	5801	CONSTANTINA	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
4305835	43	5835	COQUEIRO BAIXO	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305850	43	5850	COQUEIROS DO SUL	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305871	43	5871	CORONEL BARROS	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305900	43	5900	CORONEL BICACO	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
4305934	43	5934	CORONEL PILAR	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-
4305959	43	5959	COTIPORA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4305975	43	5975	COXILHA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306007	43	6007	CRISSIUMAL	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
4306056	43	6056	CRISTAL	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306072	43	6072	CRISTAL DO SUL	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
4306106	43	6106	CRUZ ALTA	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306130	43	6130	CRUZALTENSE	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306205	43	6205	CRUZEIRO DO SUL	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não
4306304	43	6304	DAVID CANABARRO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306320	43	6320	DERRUBADAS	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306353	43	6353	DEZESSEIS DE NOVEMBRO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
4306379	43	6379	DILERMANDO DE AGUIAR	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306403	43	6403	DOIS IRMAOS	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não
4306429	43	6429	DOIS IRMAOS DAS MISSOES	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
4306452	43	6452	DOIS LAJEADOS	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306502	43	6502	DOM FELICIANO	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306551	43	6551	DOM PEDRO DE ALCANTARA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306601	43	6601	DOM PEDRITO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306700	43	6700	DONA FRANCISCA	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306734	43	6734	DOUTOR MAURICIO CARDOSO	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306759	43	6759	DOUTOR RICARDO	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306767	43	6767	ELDORADO DO SUL	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306809	43	6809	ENCANTADO	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306908	43	6908	ENCRUZILHADA DO SUL	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306924	43	6924	ENGENHO VELHO	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
4306932	43	6932	ENTRE-IJUIS	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4306957	43	6957	ENTRE RIOS DO SUL	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
4306973	43	6973	EREBANGO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4307005	43	7005	ERECHIM	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4307054	43	7054	ERNESTINA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4307104	43	7104	HERVAL	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-
4307203	43	7203	ERVAL GRANDE	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4307302	43	7302	ERVAL SECO	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
4307401	43	7401	ESMERALDA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
4307450	43	7450	ESPERANCA DO SUL	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
4307500	43	7500	ESPUMOSO	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4307559	43	7559	ESTACAO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4307609	43	7609	ESTANCIA VELHA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não	-	-	-
4307708	43	7708	ESTEIO	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não
4307807	43	7807	ESTRELA	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4307815	43	7815	ESTRELA VELHA	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4307831	43	7831	EUGENIO DE CASTRO	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4307864	43	7864	FAGUNDES VARELA	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não
4307906	43	7906	FARROUPILHA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4308003	43	8003	FAXINAL DO SOTURNO	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4308052	43	8052	FAXINALZINHO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4308078	43	8078	FAZENDA VILANOVA	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4308102	43	8102	FELIZ	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4308201	43	8201	FLORES DA CUNHA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4308250	43	8250	FLORIANO PEIXOTO	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4308300	43	8300	FONTOURA XAVIER	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4308409	43	8409	FORMIGUEIRO	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não
4308433	43	8433	FORQUETINHA	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não
4308458	43	8458	FORTALEZA DOS VALOS	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4308508	43	8508	FREDERICO WESTPHALEN	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
4308607	43	8607	GARIBALDI	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-
4308656	43	8656	GARRUCHOS	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4308706	43	8706	GAURAMA	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4308805	43	8805	GENERAL CAMARA	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não
4308854	43	8854	GENTIL	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4308904	43	8904	GETULIO VARGAS	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4309001	43	9001	GIRUA	Não	-	-	-	Sim	Não	Sim	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4309050	43	9050	GLORINHA	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-
4309100	43	9100	GRAMADO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não
4309126	43	9126	GRAMADO DOS LOUREIROS	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4309159	43	9159	GRAMADO XAVIER	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4309209	43	9209	GRAVATAI	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4309258	43	9258	GUABIJU	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4309308	43	9308	GUAIBA	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4309407	43	9407	GUAPORE	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4309506	43	9506	GUARANI DAS MISSOES	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
4309555	43	9555	HARMONIA	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não
4309571	43	9571	HERVEIRAS	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4309605	43	9605	HORIZONTINA	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4309654	43	9654	HULHA NEGRA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4309704	43	9704	HUMAITA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4309753	43	9753	IBARAMA	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
4309803	43	9803	IBIACA	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
