A1	Codigouf	Codigomunicipio	Nome	A118	A119	A120	A121	A122	A123	A124	A125	A126	A127	A128	A129	A130	A131	A132	A133	A134	A135	A136	A137	A138	A139
4104659	41	4659	CARAMBEI	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
4104709	41	4709	CARLOPOLIS	Não sabe informar	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-
4104808	41	4808	CASCAVEL	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4104907	41	4907	CASTRO	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4105003	41	5003	CATANDUVAS	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4105102	41	5102	CENTENARIO DO SUL	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4105201	41	5201	CERRO AZUL	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4105300	41	5300	CEU AZUL	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4105409	41	5409	CHOPINZINHO	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4105508	41	5508	CIANORTE	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4105607	41	5607	CIDADE GAUCHA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
4105706	41	5706	CLEVELANDIA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4105805	41	5805	COLOMBO	Não contratou	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
4105904	41	5904	COLORADO	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
4106001	41	6001	CONGONHINHAS	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4106100	41	6100	CONSELHEIRO MAIRINCK	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4106209	41	6209	CONTENDA	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
4106308	41	6308	CORBELIA	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4106407	41	6407	CORNELIO PROCOPIO	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4106456	41	6456	CORONEL DOMINGOS SOARES	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4106506	41	6506	CORONEL VIVIDA	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4106555	41	6555	CORUMBATAI DO SUL	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim
4106571	41	6571	CRUZEIRO DO IGUACU	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4106605	41	6605	CRUZEIRO DO OESTE	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4106704	41	6704	CRUZEIRO DO SUL	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4106803	41	6803	CRUZ MACHADO	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4106852	41	6852	CRUZMALTINA	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
4106902	41	6902	CURITIBA	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4107009	41	7009	CURIUVA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não
4107108	41	7108	DIAMANTE DO NORTE	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4107124	41	7124	DIAMANTE DO SUL	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4107157	41	7157	DIAMANTE D'OESTE	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
4107207	41	7207	DOIS VIZINHOS	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4107256	41	7256	DOURADINA	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4107306	41	7306	DOUTOR CAMARGO	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4107405	41	7405	ENEAS MARQUES	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim
4107504	41	7504	ENGENHEIRO BELTRAO	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4107520	41	7520	ESPERANCA NOVA	Não sabe informar	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Sim
4107538	41	7538	ENTRE RIOS DO OESTE	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4107546	41	7546	ESPIGAO ALTO DO IGUACU	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4107553	41	7553	FAROL	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim
4107603	41	7603	FAXINAL	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4107652	41	7652	FAZENDA RIO GRANDE	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4107702	41	7702	FENIX	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Sim
4107736	41	7736	FERNANDES PINHEIRO	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4107751	41	7751	FIGUEIRA	Não sabe informar	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
4107801	41	7801	FLORAI	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4107850	41	7850	FLOR DA SERRA DO SUL	Não sabe informar	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim
4107900	41	7900	FLORESTA	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4108007	41	8007	FLORESTOPOLIS	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4108106	41	8106	FLORIDA	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4108205	41	8205	FORMOSA DO OESTE	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4108304	41	8304	FOZ DO IGUACU	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4108320	41	8320	FRANCISCO ALVES	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4108403	41	8403	FRANCISCO BELTRAO	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4108452	41	8452	FOZ DO JORDAO	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Não	Não
4108502	41	8502	GENERAL CARNEIRO	Sim	Sim	Não	Sim	Não	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Não	Sim	Sim	Sim	Sim
4108551	41	8551	GODOY MOREIRA	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4108601	41	8601	GOIOERE	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4108650	41	8650	GOIOXIM	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4108700	41	8700	GRANDES RIOS	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4108809	41	8809	GUAIRA	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4108908	41	8908	GUAIRACA	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4108957	41	8957	GUAMIRANGA	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4109005	41	9005	GUAPIRAMA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não sabe informar	-	-	-	-	-	-
4109104	41	9104	GUAPOREMA	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4109203	41	9203	GUARACI	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4109302	41	9302	GUARANIACU	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4109401	41	9401	GUARAPUAVA	Não contratou	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim
4109500	41	9500	GUARAQUECABA	Sim	Sim	Sim	Não	Não	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4109609	41	9609	GUARATUBA	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4109658	41	9658	HONORIO SERPA	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
4109708	41	9708	IBAITI	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4109757	41	9757	IBEMA	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4109807	41	9807	IBIPORA	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-
4109906	41	9906	ICARAIMA	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4110003	41	10003	IGUARACU	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
4110052	41	10052	IGUATU	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4110078	41	10078	IMBAU	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4110102	41	10102	IMBITUVA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4110201	41	10201	INACIO MARTINS	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4110300	41	10300	INAJA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não
4110409	41	10409	INDIANOPOLIS	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4110508	41	10508	IPIRANGA	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa	Recusa
4110607	41	10607	IPORA	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4110656	41	10656	IRACEMA DO OESTE	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4110706	41	10706	IRATI	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não
4110805	41	10805	IRETAMA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4110904	41	10904	ITAGUAJE	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não
4110953	41	10953	ITAIPULANDIA	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4111001	41	11001	ITAMBARACA	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
4111100	41	11100	ITAMBE	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4111209	41	11209	ITAPEJARA D'OESTE	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4111258	41	11258	ITAPERUCU	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4111308	41	11308	ITAUNA DO SUL	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4111407	41	11407	IVAI	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
4111506	41	11506	IVAIPORA	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4111555	41	11555	IVATE	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4111605	41	11605	IVATUBA	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Nenhuma atividade	-	-	-	-	-	-
4111704	41	11704	JABOTI	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4111803	41	11803	JACAREZINHO	Não contratou	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Não	Sim	Não	Não sabe informar	-	-	-	-	-	-
4111902	41	11902	JAGUAPITA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4112009	41	12009	JAGUARIAIVA	Sim	Não	Sim	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4112108	41	12108	JANDAIA DO SUL	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4112207	41	12207	JANIOPOLIS	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
4112306	41	12306	JAPIRA	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4112405	41	12405	JAPURA	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4112504	41	12504	JARDIM ALEGRE	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4112603	41	12603	JARDIM OLINDA	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não
4112702	41	12702	JATAIZINHO	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não sabe informar	-	-	-	-	-	-
4112751	41	12751	JESUITAS	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4112801	41	12801	JOAQUIM TAVORA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
4112900	41	12900	JUNDIAI DO SUL	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não
4112959	41	12959	JURANDA	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4113007	41	13007	JUSSARA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4113106	41	13106	KALORE	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
4113205	41	13205	LAPA	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4113254	41	13254	LARANJAL	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim
4113304	41	13304	LARANJEIRAS DO SUL	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4113403	41	13403	LEOPOLIS	Sim	Não	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Sim	Sim	Não	Sim
4113429	41	13429	LIDIANOPOLIS	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4113452	41	13452	LINDOESTE	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4113502	41	13502	LOANDA	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim
4113601	41	13601	LOBATO	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim
4113700	41	13700	LONDRINA	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4113734	41	13734	LUIZIANA	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4113759	41	13759	LUNARDELLI	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4113809	41	13809	LUPIONOPOLIS	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4113908	41	13908	MALLET	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4114005	41	14005	MAMBORE	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4114104	41	14104	MANDAGUACU	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4114203	41	14203	MANDAGUARI	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4114302	41	14302	MANDIRITUBA	Não contratou	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim
4114351	41	14351	MANFRINOPOLIS	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4114401	41	14401	MANGUEIRINHA	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4114500	41	14500	MANOEL RIBAS	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não
4114609	41	14609	MARECHAL CANDIDO RONDON	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim
4114708	41	14708	MARIA HELENA	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-
4114807	41	14807	MARIALVA	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4114906	41	14906	MARILANDIA DO SUL	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4115002	41	15002	MARILENA	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim
4115101	41	15101	MARILUZ	Não sabe informar	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim
4115200	41	15200	MARINGA	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4115309	41	15309	MARIOPOLIS	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4115358	41	15358	MARIPA	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
